year,iso,mv,close,weight,weight_float
2018,NLD,641496,0.191723944,0.008745303,0.009276205
2019,NLD,882330,0.193080227,0.010122462,0.010962706
2020,NLD,1024357,0.249931033,0.01005245,0.010196928
2021,NLD,1292530,0.206972655,0.013391968,0.013398075
1999,NOR,63699.92,0.362470775,0.001856513,0.001598329
2000,NOR,65774.11,0.445508392,0.002109294,0.001498635
2001,NOR,69465.4,0.530802239,0.002569267,0.001539925
2002,NOR,65086,0.510651441,0.002848639,0.001803835
2003,NOR,95919.91,0.534860827,0.00306711,0.001875916
2004,NOR,141429.86,0.500221844,0.003810485,0.002511875
2005,NOR,192512,0.484895121,0.004574097,0.003162442
2006,NOR,280851.34,0.502636791,0.005418056,0.003648609
2007,NOR,354919.79,0.513642162,0.005668202,0.003940855
2008,NOR,145906.34,0.566108807,0.004403769,0.002688361
2009,NOR,230068,0.524444234,0.004809634,0.003315994
2010,NOR,295288.3,0.50501651,0.005364621,0.00386497
2011,NOR,234745,0.521404424,0.00490479,0.003261125
2012,NOR,264211,0.487701809,0.004792309,0.00331964
2013,NOR,283761,0.473564546,0.004390989,0.00304538
2014,NOR,219369.67,0.463580059,0.003247912,0.002292483
2015,NOR,193895.75,0.466101864,0.002915252,0.002061458
2016,NOR,231257.1926,0.466949935,0.003348433,0.002353828
2017,NOR,287192.2,0.467813414,0.003405711,0.002403542
2018,NOR,267382.19,0.491288659,0.003645133,0.00243344
2019,NOR,295548.63,0.480192634,0.003390659,0.002365526
2020,NOR,292455,0.456912919,0.002869985,0.002107877
2021,NOR,356884,0.474512497,0.003697693,0.002451337
1999,NZL,28351.5,0.698842582,8.26E-04,3.36E-04
2000,NZL,19626,0.654060845,6.29E-04,2.79E-04
2001,NZL,18707,0.458117501,6.92E-04,4.79E-04
2002,NZL,21761.62,0.506575397,9.52E-04,6.08E-04
2003,NZL,33049.76,0.55887772,0.001056791,6.13E-04
2004,NZL,43731.33,0.500454329,0.001178235,7.76E-04
2005,NZL,40592.46,0.4992868,9.64E-04,6.48E-04
2006,NZL,44816.54,0.498254606,8.65E-04,5.87E-04
2007,NZL,47485.6,0.498416664,7.58E-04,5.44E-04
2008,NZL,24209.61,0.507286845,7.31E-04,5.07E-04
2009,NZL,35506.85,0.494940664,7.42E-04,5.44E-04
2010,NZL,35624,0.474522492,6.47E-04,4.95E-04
2011,NZL,35429,0.448369059,7.40E-04,5.67E-04
2012,NZL,52870.1,0.360172914,9.59E-04,8.30E-04
2013,NZL,65961.56,0.271641796,0.001020706,9.79E-04
2014,NZL,74415.69,0.26103836,0.001101773,0.0010713
2015,NZL,74350.5,0.18762228,0.001117871,0.001202789
2016,NZL,80048.4587,0.201797299,0.001159043,0.00122005
2017,NZL,94691.28,0.198159404,0.00112291,0.001194024
2018,NZL,86132.63,0.257941635,0.001174218,0.001143464
2019,NZL,107879.78,0.266592067,0.001237642,0.001218266
2020,NZL,132198.46,0.254571589,0.00129732,0.001307824
2021,NZL,118389,0.254015215,0.001226634,0.001154396
1999,PAK,7007.8,0.744808076,2.04E-04,7.04E-05
2000,PAK,6624.6,0.623414178,2.12E-04,1.03E-04
2001,PAK,4903.4,0.789171742,1.81E-04,4.88E-05
2002,PAK,8627,0.712903233,3.78E-04,1.40E-04
2003,PAK,13087,0.657420908,4.18E-04,1.89E-04
2004,PAK,45595.63,0.727657871,0.001228464,4.41E-04
2005,PAK,45317.28,0.726425793,0.001076741,3.95E-04
2006,PAK,44906.48,0.677932205,8.66E-04,3.78E-04
2007,PAK,69715.39,0.656213976,0.001113381,5.47E-04
2008,PAK,23354.04,0.695566913,7.05E-04,3.02E-04
2009,PAK,31886.98,0.670126718,6.67E-04,3.19E-04
2010,PAK,38007.18,0.733224145,6.90E-04,2.68E-04
2011,PAK,32567.93,0.716369202,6.80E-04,2.68E-04
2012,PAK,35362,0.735993035,6.41E-04,2.29E-04
2013,PAK,50025,0.823905782,7.74E-04,1.80E-04
2014,PAK,59089,0.711430427,8.75E-04,3.32E-04
2015,PAK,48957,0.116673306,7.36E-04,8.61E-04
2016,PAK,68534,0.116696273,9.92E-04,0.001155919
2017,PAK,58106,0.139524775,6.89E-04,7.86E-04
2018,PAK,42494,0.315061853,5.79E-04,5.21E-04
2019,PAK,38325,0.336156482,4.40E-04,3.92E-04
2020,PAK,34959,0.380036168,3.43E-04,2.88E-04
2021,PAK,30181,0.618860027,3.13E-04,1.50E-04
1999,PER,12091.97,0.505739226,3.52E-04,2.35E-04
2000,PER,9749.91,0.816150032,3.13E-04,7.37E-05
2001,PER,9790.33,0.713985551,3.62E-04,1.32E-04
2002,PER,11441.44,0.876257279,5.01E-04,8.02E-05
2003,PER,14125.03,0.893997462,4.52E-04,6.30E-05
2004,PER,18073.73,0.851136849,4.87E-04,9.56E-05
2005,PER,24139.72,0.705327492,5.74E-04,2.27E-04
2006,PER,55110,0.720434487,0.001063157,4.02E-04
2007,PER,69386.47,0.71813573,0.001108128,4.46E-04
2008,PER,40052,0.742838016,0.001208856,4.37E-04
2009,PER,71662.54,0.775343049,0.001498125,4.88E-04
2010,PER,103347.48,0.794722944,0.001877555,5.61E-04
2011,PER,81878.19,0.775670211,0.001710773,5.33E-04
2012,PER,102616.7,0.746866409,0.001861281,6.37E-04
2013,PER,80977.52,0.760956827,0.001253067,3.95E-04
2014,PER,78839.86,0.822719212,0.001167276,2.72E-04
2015,PER,56555.7,0.802426542,8.50E-04,2.23E-04
2016,PER,81088.97356,0.75974081,0.001174108,3.72E-04
2017,PER,99217.96,0.818018891,0.001176591,2.84E-04
2018,PER,93385.36,0.810670451,0.001273092,3.16E-04
2019,PER,99655,0.849332725,0.001143284,2.31E-04
2020,PER,87092.13,0.836317891,8.55E-04,1.89E-04
2021,PER,72703,0.860862474,7.53E-04,1.32E-04
1999,PHL,42177.84,0.744178417,0.001229259,4.25E-04
2000,PHL,25980.66,0.709407383,8.33E-04,3.10E-04
2001,PHL,21245.37,0.676390134,7.86E-04,3.25E-04
2002,PHL,18507.43,0.685881112,8.10E-04,3.29E-04
2003,PHL,23175.72,0.759037845,7.41E-04,2.35E-04
2004,PHL,28601.91,0.765602313,7.71E-04,2.38E-04
2005,PHL,41244,0.790292715,9.80E-04,2.76E-04
2006,PHL,67851.74,0.797068078,0.001308965,3.60E-04
2007,PHL,102852.74,0.815880754,0.001642597,4.32E-04
2008,PHL,52030.6,0.843151822,0.001570396,3.47E-04
2009,PHL,86349.43,0.735729919,0.001805158,6.92E-04
2010,PHL,157320.5,0.632987123,0.002858104,0.001526778
2011,PHL,165066.42,0.673117562,0.003448917,0.00156622
2012,PHL,229316.64,0.653865114,0.004159388,0.001946696
2013,PHL,217320.26,0.638972272,0.003362868,0.001599501
2014,PHL,261840.67,0.626716066,0.003876723,0.00190415
2015,PHL,238819.94,0.620876606,0.003590694,0.001803013
2016,PHL,239738.0462,0.6284915,0.00347123,0.001700659
2017,PHL,290401.42,0.634485121,0.003443768,0.001669241
2018,PHL,258155.66,0.623342666,0.003519351,0.001739581
2019,PHL,275302.19,0.626432836,0.003158383,0.001583561
2020,PHL,272790.29,0.637402774,0.002677007,0.001312714
2021,PHL,238816,0.66609656,0.002474384,0.001042312
1999,POL,29576.81,0.707206327,8.62E-04,3.41E-04
2000,POL,31279.37,0.691060892,0.001003091,3.97E-04
2001,POL,26016.65,0.686291438,9.62E-04,3.86E-04
2002,POL,28380.43,0.678896132,0.001242135,5.16E-04
2003,POL,37020.27,0.623361175,0.001183751,5.86E-04
2004,POL,70530.89,0.591657492,0.001900284,0.00102349
2005,POL,94028.51,0.599914235,0.002234123,0.001199725
2006,POL,148848.93,0.600055603,0.002871526,0.001554972
2007,POL,211620.2,0.609336316,0.003379654,0.001887402
2008,POL,90815.49,0.60929236,0.002741008,0.001506761
2009,POL,150961.53,0.618819356,0.003155892,0.001744027
2010,POL,190705.94,0.57373956,0.003464631,0.002149554
2011,POL,138244.23,0.541703371,0.002888491,0.001839061
2012,POL,177408.38,0.526954943,0.003217866,0.00205823
2013,POL,204542.55,0.530735081,0.003165143,0.001956795
2014,POL,168895.63,0.511494845,0.00250061,0.001607357
2015,POL,137769.58,0.513495154,0.002071387,0.001334714
2016,POL,138691.0825,0.499465748,0.002008144,0.001325543
2017,POL,201392.89,0.507725415,0.002388247,0.001559074
2018,POL,160482.62,0.507025376,0.002187807,0.001415368
2019,POL,151618.86,0.518558045,0.001739436,0.001123967
2020,POL,177508.14,0.487209783,0.001741963,0.001208022
2021,POL,165159,0.48034789,0.001711221,0.001121834
1999,PRT,68147.74,0.409828858,0.001986143,0.001582912
2000,PRT,64000,0.40075166,0.002052401,0.001575914
2001,PRT,50329,0.445947067,0.001861483,0.001317482
2002,PRT,46377,0.470744492,0.002029796,0.001390141
2003,PRT,62379,0.48593413,0.001994615,0.001348276
2004,PRT,73880,0.386929516,0.001990518,0.001609596
2005,PRT,70735,0.468082542,0.001680668,0.001199907
2006,PRT,105763,0.466158506,0.002040332,0.001474767
2007,PRT,135993,0.501692571,0.002171859,0.001547099
2008,PRT,68876.02,0.484370542,0.002078827,0.001508128
2009,PRT,98247.2,0.500024001,0.002053885,0.001488763
2010,PRT,81996.7,0.583418395,0.001489667,9.03E-04
2011,PRT,61689.89,0.603414903,0.001288956,7.10E-04
2012,PRT,65519.04,0.607263018,0.001188397,6.31E-04
2013,PRT,79177.9,0.536335873,0.001225219,7.48E-04
2014,PRT,57774.19,0.507195184,8.55E-04,5.55E-04
2015,PRT,59837.19,0.510530713,9.00E-04,5.83E-04
2016,PRT,57255.2239,0.508235616,8.29E-04,5.38E-04
2017,PRT,75589.62881,0.540805964,8.96E-04,5.46E-04
2018,PRT,61933.60486,0.521708351,8.44E-04,5.30E-04
2019,PRT,60626,0.495147569,6.96E-04,4.71E-04
2020,PRT,61035,0.44922293,5.99E-04,4.46E-04
2021,PRT,62828,0.48450283,6.51E-04,4.23E-04
2003,QAT,22563,0.5,7.21E-04,4.74E-04
2004,QAT,35907,0.5,9.67E-04,6.38E-04
2005,QAT,83261,0.4605902,0.001978286,0.001432285
2006,QAT,58801,0.587730962,0.001134362,6.33E-04
2007,QAT,95506.24,0.518207063,0.001525271,0.001050501
2008,QAT,76530.57,0.50926456,0.002309858,0.001594832
2009,QAT,85688,0.487371298,0.001791331,0.001331309
2010,QAT,124039,0.506585989,0.002253466,0.001618374
2011,QAT,125568,0.559675399,0.002623633,0.001604924
2012,QAT,126382,0.493729451,0.00229234,0.001569225
2013,QAT,152656,0.499736023,0.002362237,0.001556886
2014,QAT,185860.28,0.463196891,0.002751783,0.001943687
2015,QAT,152065,0.464021903,0.00228632,0.001623021
2016,QAT,155263,0.468070996,0.002248094,0.001577005
2017,QAT,130610.06,0.468356794,0.001548859,0.001091973
2018,QAT,163047.41,0.473550229,0.002222772,0.001535633
2019,QAT,160050.72,0.497453602,0.001836169,0.001238483
2020,QAT,165394,0.527627124,0.001623082,0.001036863
2021,QAT,183546,0.518118875,0.001901729,0.001156108
2005,ROU,17436,0.830153987,4.14E-04,9.44E-05
2006,ROU,27947,0.758861246,5.39E-04,1.76E-04
2007,ROU,34979,0.732589324,5.59E-04,2.14E-04
2008,ROU,15149.44,0.723572334,0.000457243,1.78E-04
2009,ROU,13072.97,0.747198585,2.73E-04,1.00E-04
2010,ROU,14200.97,0.779636381,2.58E-04,8.27E-05
2011,ROU,14023.92,0.641604761,2.93E-04,1.46E-04
2012,ROU,18793,0.794512853,3.41E-04,9.47E-05
2013,ROU,24574.28,0.667199566,3.80E-04,1.67E-04
2014,ROU,22386.84,0.654441005,3.31E-04,1.51E-04
2015,ROU,18539.11,0.616275713,2.79E-04,1.42E-04
2016,ROU,18072.69,0.597035743,2.62E-04,1.39E-04
2017,ROU,23621.18,0.602247048,2.80E-04,1.48E-04
2018,ROU,20853.79,0.596229916,2.84E-04,1.51E-04
2019,ROU,26110.3,0.595339261,3.00E-04,1.63E-04
2020,ROU,25513.18,0.602677998,2.50E-04,1.35E-04
2021,ROU,32766,0.613344562,3.39E-04,1.66E-04
1999,RUS,19865,0.818582625,5.79E-04,1.42E-04
2000,RUS,16648,0.800713953,5.34E-04,1.36E-04
2001,RUS,35542,0.860602556,0.001314567,2.34E-04
2002,RUS,51171,0.822699813,0.002239617,5.14E-04
2003,RUS,96395,0.818687404,0.003082302,7.35E-04
2004,RUS,132048,0.77761866,0.003557714,0.001043542
2005,RUS,223723,0.604067582,0.005315672,0.002824885
2006,RUS,778041,0.638241262,0.015009612,0.007351885
2007,RUS,1072038,0.696273108,0.01712085,0.007433575
2008,RUS,323580,0.637367027,0.009766345,0.004982892
2009,RUS,761735.93,0.70595959,0.015924297,0.006788402
2010,RUS,951295.57,0.670160635,0.017282567,0.008297115
2011,RUS,783554.77,0.635424658,0.016371686,0.008291996
2012,RUS,825340.47,0.646423068,0.01497018,0.007157054
2013,RUS,770656.62,0.675666104,0.011925334,0.005095618
2014,RUS,385926.68,0.835040549,0.005713897,0.001240243
2015,RUS,393237.76,0.330456913,0.005912389,0.005243019
2016,RUS,622051.5326,0.767604664,0.009006847,0.002760357
2017,RUS,623424.9,0.800563694,0.007392976,0.001955256
2018,RUS,576116.34,0.612919927,0.007854004,0.003989585
2019,RUS,791519.44,0.5804826,0.009080645,0.005112908
2020,RUS,694739.21,0.626436215,0.006817771,0.003444319
2021,RUS,766149,0.639754097,0.007938108,0.003607662
2002,SAU,,0.8104,,
2003,SAU,,0.643629637,,
2004,SAU,,0.631187722,,
2005,SAU,590641,0.62098465,0.014033665,0.007139198
2006,SAU,298832,0.559987538,0.005764931,0.003434546
2007,SAU,472444,0.603409001,0.007545108,0.004277574
2008,SAU,219041,0.511737066,0.006611131,0.004541629
2009,SAU,318733.68,0.476252989,0.006663215,0.005059477
2010,SAU,353409.59,0.282031153,0.006420533,0.006709545
2011,SAU,338873.29,0.378984598,0.007080459,0.006108607
2012,SAU,373374.75,0.420074495,0.006772341,0.005310487
2013,SAU,467365.78,0.401261944,0.007232136,0.00570476
2014,SAU,483115.51,0.370077017,0.007152841,0.00592875
2015,SAU,421060.07,0.355615398,0.006330702,0.005403025
2016,SAU,448831.0695,0.378628979,0.006498742,0.005325316
2017,SAU,451378.84,0.327379136,0.005352742,0.004774487
2018,SAU,496353.18,0.305399181,0.006766619,0.006167977
2019,SAU,2406819.6,0.881453637,0.02761205,0.004393273
2020,SAU,2429102.37,0.873202424,0.023837813,0.004087649
2021,SAU,2565961,0.81275363,0.02658605,0.006280252
1999,SGP,192983.19,0.649077386,0.00562443,0.002665374
2000,SGP,152826.41,0.550892915,0.004900954,0.002820292
2001,SGP,115688.6,0.582667673,0.004278892,0.002281118
2002,SGP,101485.5,0.558812949,0.004441747,0.002535816
2003,SGP,148502.64,0.55259727,0.004748482,0.002793538
2004,SGP,217495.36,0.536783138,0.005859886,0.003580256
2005,SGP,257339.76,0.536393402,0.006114408,0.003804745
2006,SGP,384286.35,0.553523098,0.007413477,0.00448158
2007,SGP,539176.63,0.562287053,0.008610853,0.005387965
2008,SGP,264974.4,0.581571752,0.007997501,0.004708227
2009,SGP,481246.7,0.553724736,0.010060594,0.006509186
2010,SGP,647226.41,0.522391642,0.011758421,0.00817405
2011,SGP,598272.7,0.414704639,0.012500381,0.010164282
2012,SGP,765077.96,0.414808372,0.013877127,0.010980472
2013,SGP,744413.23,0.371491512,0.011519238,0.009538253
2014,SGP,752831.01,0.360951362,0.011146156,0.009372514
2015,SGP,639955.9,0.38946086,0.009621834,0.007780568
2016,SGP,640427.5469,0.404007032,0.009272918,0.007288239
2017,SGP,787255.33,0.376046461,0.009335783,0.007724725
2018,SGP,687257.16,0.387028421,0.00936915,0.007536614
2019,SGP,697271.33,0.356986615,0.007999391,0.006903641
2020,SGP,652614.66,0.323668087,0.006404385,0.005857786
2021,SGP,492640,0.293786214,0.005104268,0.004547571
1999,SWE,373277.65,0.136375371,0.010879052,0.01268774
2000,SWE,328339.04,0.210276163,0.010529426,0.010654757
2001,SWE,236514.39,0.265731925,0.00874779,0.008205166
2002,SWE,179117.37,0.298022466,0.007839484,0.007121178
2003,SWE,289877.14,0.2412617,0.009269037,0.009247572
2004,SWE,343384,0.210353712,0.00925165,0.009635901
2005,SWE,366046,0.231763172,0.008697275,0.008968087
2006,SWE,510093,0.2546699,0.009840481,0.009930594
2007,SWE,498578,0.264049689,0.007962478,0.008376949
2008,SWE,234968,0.268684989,0.007091843,0.007297023
2009,SWE,397872,0.260469302,0.008317623,0.008917758
2010,SWE,528014,0.25405891,0.009592641,0.010414996
2011,SWE,433876,0.21714895,0.009065457,0.009859326
2012,SWE,521770,0.226771158,0.009463962,0.00989474
2013,SWE,643077,0.247188155,0.009951135,0.009869452
2014,SWE,578750,0.216498943,0.008568773,0.008833957
2015,SWE,564037,0.21435406,0.008480382,0.008824339
2016,SWE,550769,0.208352097,0.007974728,0.008325551
2017,SWE,649671,0.201452221,0.007704219,0.008158486
2018,SWE,508748,0.233718003,0.006935594,0.006974418
2019,SWE,638751,0.242618039,0.007328021,0.007449085
2020,SWE,830225,0.24253445,0.008147351,0.008345945
2021,SWE,1024497,0.259826185,0.010614864,0.009911925
1999,THA,57176.55,0.6434216,0.001666391,8.02E-04
2000,THA,29217.4,0.479927287,9.37E-04,6.24E-04
2001,THA,35943.18,0.586772304,0.001329405,7.02E-04
2002,THA,45504.36,0.538137494,0.001991603,0.001190301
2003,THA,119017.2,0.573234401,0.003805663,0.002135605
2004,THA,115390.38,0.533392201,0.003108914,0.00191338
2005,THA,123884.96,0.504449351,0.002943514,0.001957833
2006,THA,140161.28,0.500790427,0.002703927,0.00182763
2007,THA,197129.36,0.503719337,0.00314823,0.002233485
2008,THA,103128.24,0.501060649,0.003112633,0.002185032
2009,THA,176956.07,0.512313192,0.003699315,0.002615547
2010,THA,277731.74,0.565439695,0.005045664,0.003191426
2011,THA,268488.82,0.576835733,0.005609837,0.003297901
2012,THA,389756.32,0.573240098,0.007069473,0.004079378
2013,THA,354366.96,0.52049294,0.005483563,0.003464111
2014,THA,430426.61,0.512458497,0.006372748,0.004088231
2015,THA,348798.01,0.512048736,0.005244231,0.003389208
2016,THA,432956.1795,0.536272489,0.006268886,0.003833701
2017,THA,548795.41,0.54217955,0.006507971,0.003951126
2018,THA,500741.03,0.531023028,0.006826437,0.004201277
2019,THA,569228.32,0.554685744,0.006530427,0.003903098
2020,THA,543164.6,0.571129294,0.005330305,0.003091539
2021,THA,390776,0.558393864,0.00404885,0.002255675
1999,TUR,112715.84,0.660746132,0.003285065,0.001505002
2000,TUR,69710.92,0.735615216,0.002235543,7.57E-04
2001,TUR,48387.99,0.704216531,0.001789692,6.76E-04
2002,TUR,36043.97,0.68302932,0.001577547,6.47E-04
2003,TUR,68379,0.679072211,0.002186469,9.23E-04
2004,TUR,98298,0.662765988,0.002648402,0.001178028
2005,TUR,159997.2,0.6227997,0.003801543,0.001924658
2006,TUR,160875.11,0.646135804,0.003103529,0.001486972
2007,TUR,284530.84,0.638699568,0.004544064,0.002346941
2008,TUR,117584.35,0.662472523,0.00354895,0.001685354
2009,TUR,231676.45,0.682526072,0.004843259,0.002229185
2010,TUR,302443.14,0.6998345,0.005494605,0.002400566
2011,TUR,197074.46,0.673809122,0.004117697,0.00186597
2012,TUR,315197.53,0.676490563,0.005717112,0.002500846
2013,TUR,195745.52,0.622493699,0.003029015,0.001506467
2014,TUR,219762.56,0.596194216,0.003253729,0.001728825
2015,TUR,188861.89,0.510566741,0.002839567,0.001840711
2016,TUR,171764.9371,0.628272896,0.002487029,0.001219187
2017,TUR,227511.82,0.626604584,0.002697982,0.001335944
2018,TUR,149263.56,0.693081443,0.002034861,8.20E-04
2019,TUR,184966.06,0.717226494,0.002122009,8.05E-04
2020,TUR,237473.62,0.742871611,0.00233043,8.10E-04
2021,TUR,114925,0.698650094,0.001190744,4.53E-04
1999,TWN,295700,0.178236199,0.008618077,0.009563693
2000,TWN,177465,0.161631779,0.005691083,0.006113548
2001,TWN,235354,0.436914064,0.008704871,0.0062614
2002,TWN,189974,0.307117054,0.00831465,0.007454954
2003,TWN,281271,0.252537717,0.008993849,0.008839669
2004,TWN,332316,0.21602217,0.00895345,0.009258374
2005,TWN,350929,0.210519506,0.008338094,0.008835471
2006,TWN,436709,0.195734768,0.008424791,0.009174209
2007,TWN,488179,0.222030011,0.007796402,0.008670542
2008,TWN,270574,0.241246687,0.008166509,0.008718046
2009,TWN,464418,0.238914365,0.009708785,0.010712693
2010,TWN,570170,0.24400956,0.010358506,0.011398031
2011,TWN,462655,0.408666074,0.009666768,0.007941317
2012,TWN,527515,0.441097653,0.009568166,0.007230827
2013,TWN,577464,0.414761367,0.008935823,0.006889719
2014,TWN,620747,0.405381633,0.009190566,0.007190807
2015,TWN,546380,0.397925947,0.008214906,0.006550771
2016,TWN,627508,0.381954929,0.009085852,0.00740544
2017,TWN,786586,0.376849086,0.009327846,0.007708229
2018,TWN,705885,0.391829097,0.009623097,0.007680266
2019,TWN,907437,0.376473895,0.0104105,0.008712193
2020,TWN,1209986,0.377666316,0.011874107,0.009993566
2021,TWN,1542688,0.354081995,0.015983867,0.013024741
1999,USA,15061370,0.128459975,0.438958583,0.516629372
2000,USA,15107751,0.099071406,0.484486859,0.559288601
2001,USA,13983666,0.101920082,0.51720393,0.593350324
2002,USA,11054430,0.109275454,0.483822591,0.557661551
2003,USA,14266265.65,0.110547866,0.456174443,0.533524848
2004,USA,16323726.33,0.110940817,0.439803265,0.515738644
2005,USA,17000864.47,0.113484704,0.403941546,0.480647053
2006,USA,19568972.5,0.112161931,0.377515688,0.453815159
2007,USA,19922279.82,0.111448547,0.318166296,0.404134485
2008,USA,11590277.78,0.105521539,0.349819662,0.440246833
2009,USA,15077285.74,0.115018063,0.315194773,0.404402345
2010,USA,17283451.68,0.112591,0.313995374,0.405567793
2011,USA,15640707.04,0.059192575,0.326798787,0.427129504
2012,USA,18668333.21,0.059217948,0.338609726,0.430736621
2013,USA,24034853.52,0.059155136,0.371921367,0.461002333
2014,USA,26330589.19,0.057025693,0.389841611,0.483710054
2015,USA,25067539.6,0.062918421,0.376894256,0.467774817
2016,USA,27352200.72,0.064652858,0.396039668,0.48851347
2017,USA,32120702.65,0.064880551,0.380908071,0.472353687
2018,USA,30436313.05,0.065049353,0.414928206,0.509093311
2019,USA,33890827.8,0.061015869,0.388809875,0.49000082
2020,USA,40719661.4,0.074985997,0.399599335,0.499884065
2021,USA,48964510,0.066830923,0.507323724,0.597248898
1999,ZAF,259739.34,0.447071893,0.007570016,0.00565241
2000,ZAF,204300.79,0.457944868,0.006551673,0.004550502
2001,ZAF,147471.53,0.464118238,0.005454425,0.003733811
2002,ZAF,181998.39,0.428292141,0.007965579,0.005892948
2003,ZAF,260748.27,0.409164511,0.00833762,0.006477535
2004,ZAF,442519.7,0.382682113,0.011922621,0.009707808
2005,ZAF,549310.31,0.377678217,0.013051645,0.01090189
2006,ZAF,711232.32,0.373875132,0.013720769,0.011631873
2007,ZAF,828185.32,0.365712478,0.013226431,0.011992728
2008,ZAF,482699.98,0.407305849,0.01456893,0.012148997
2009,ZAF,799023.75,0.406046179,0.01670381,0.014383629
2010,ZAF,925007.15,0.391029141,0.016804975,0.014895351
2011,ZAF,789037.13,0.330473082,0.016486235,0.015334441
2012,ZAF,907723.2,0.296833693,0.016464454,0.015654122
2013,ZAF,942812.11,0.266276789,0.014589312,0.01410266
2014,ZAF,933930.7,0.263072349,0.013827455,0.013408006
2015,ZAF,735945.17,0.24291312,0.011065047,0.011095296
2016,ZAF,951320.3286,0.252707592,0.013774416,0.013574655
2017,ZAF,1230977.19,0.226318099,0.014597724,0.014977096
2018,ZAF,865327.65,0.233046986,0.011796726,0.011873151
2019,ZAF,1056341.44,0.261238692,0.012118795,0.012016136
2020,ZAF,1051528.63,0.281757089,0.010319097,0.010023267
2021,ZAF,404010,0.255347436,0.004185968,0.003932416
